Date,Departure station,Arrival station,Route,Pct delay due to external causes,Pct delay due to rolling stock,Pct delay due to infrastructure,Pct delay due to traffic management,Pct delay due to station management and equipment reuse,"Pct delay due to passenger handling (crowding, disabled persons, connections)"
2024-02,BORDEAUX ST JEAN,TOURCOING,BORDEAUX ST JEAN → TOURCOING,0.0,0.0,0.0,,50.0,0.0
2024-03,BORDEAUX ST JEAN,TOURCOING,BORDEAUX ST JEAN → TOURCOING,16.666666669999998,,16.666666669999998,16.666666669999998,25.0,0.0
2024-04,BORDEAUX ST JEAN,TOURCOING,BORDEAUX ST JEAN → TOURCOING,0.0,0.0,,57.14285714,0.0,14.28571429
2024-06,BORDEAUX ST JEAN,TOURCOING,BORDEAUX ST JEAN → TOURCOING,0.0,20.0,20.0,20.0,,20.0
2024-09,BORDEAUX ST JEAN,TOURCOING,BORDEAUX ST JEAN → TOURCOING,0.0,190.4200842324105,25.0,50.0,25.0,
2024-10,BORDEAUX ST JEAN,TOURCOING,BORDEAUX ST JEAN → TOURCOING,25.0,190.4200842324105,12.5,25.0,25.0,12.5
2024-11,BORDEAUX ST JEAN,TOURCOING,BORDEAUX ST JEAN → TOURCOING,0.0,0.0,0.0,,50.0,25.0
2024-12,BORDEAUX ST JEAN,TOURCOING,BORDEAUX ST JEAN → TOURCOING,0.0,50.0,0.0,198.7610364132147,0.0,16.666666669999998
2018-01,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,33.33333333,13.33333333,53.33333333,0.0,0.0,0.0
2018-04,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,33.33333333,16.66666667,38.88888889,5.555555556,0.0,5.555555556
2018-06,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,59.09090909,9.090909091,18.18181818,4.545454545,9.090909091,0.0
2018-07,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,218.89587774190275,10.25641026,64.1025641,10.25641026,5.128205128,5.128205128
2018-09,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,33.33333333,13.33333333,33.33333333,198.7610364132147,6.666666667,6.666666667
2018-10,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,19.23076923,38.46153846,34.61538462,7.692307692,72.0439601026586,0.0
2018-11,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,39.39393939,18.18181818,21.21212121,,0.0,3.03030303
2018-12,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,25.0,190.4200842324105,25.0,25.0,72.0439601026586,0.0
2019-01,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,218.89587774190275,16.66666667,33.33333333,20.0,0.0,0.0
2019-02,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,36.36363636,18.18181818,27.27272727,9.090909091,,0.0
2019-03,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,218.89587774190275,20.0,20.0,,0.0,0.0
2019-04,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,46.66666667,26.66666667,20.0,6.666666667,0.0,0.0
2019-05,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,50.0,25.0,16.66666667,8.333333333,0.0,0.0
2019-07,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,29.41176471,23.52941176,41.17647059,198.7610364132147,0.0,0.0
2019-08,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,31.57894737,,26.31578947,5.263157895,0.0,5.263157895
2019-09,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,22.22222222,11.11111111,33.33333333,22.22222222,0.0,11.11111111
2019-10,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,21.05263158,26.31578947,28.94736842,13.15789474,7.894736842,2.631578947
2019-11,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,29.16666667,190.4200842324105,37.5,12.5,4.166666667,0.0
2019-12,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,218.89587774190275,33.33333333,11.11111111,11.11111111,0.0,0.0
2020-02,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,55.0,5.0,20.0,20.0,0.0,0.0
2020-05,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,0.0,190.4200842324105,33.33333333,0.0,0.0,
2020-06,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,42.85714286,42.85714286,0.0,14.28571429,0.0,0.0
2020-07,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,46.66666667,20.0,20.0,13.33333333,0.0,0.0
2020-08,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,,25.0,41.66666667,8.333333333,,16.66666667
2020-09,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,38.46153846,19.23076923,,3.846153846,7.692307692,75.91572970554272
2020-12,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,42.10526316,10.52631579,42.10526316,,0.0,0.0
2021-02,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,46.15384615,7.692307692,30.76923077,,7.692307692,0.0
2021-03,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,33.33333333,,33.33333333,0.0,0.0,22.22222222
2021-04,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,50.0,0.0,50.0,0.0,0.0,0.0
2021-05,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,,190.4200842324105,,0.0,0.0,31.25
2021-06,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,21.05263158,10.52631579,52.63157895,,5.263157895,5.263157895
2021-07,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,28.57142857,28.57142857,28.57142857,0.0,4.761904762,9.523809524
2021-08,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,35.71428571,28.57142857,14.28571429,7.142857143,0.0,14.28571429
2021-09,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,18.18181818,,36.36363636,9.090909091,4.545454545454549,18.18181818
2021-10,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,27.5862069,24.13793103,24.13793103,20.68965517,3.448275862,0.0
2021-11,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,,6.666666667,20.0,6.666666667,8.888888888888891,8.888888888888891
2022-02,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,21.42857143,28.57142857,28.57142857,,0.0,21.42857143
2022-03,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,55.55555556,5.555555555555561,16.66666667,5.555555555555561,5.555555555555561,11.11111111
2022-04,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,30.76923077,,7.692307692,15.38461538,0.0,0.0
2022-05,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,26.08695652,,26.08695652,198.7610364132147,4.347826086956521,
2022-06,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,25.0,0.0,31.25,12.5,12.5,18.75
2022-07,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,40.625,190.4200842324105,21.875,3.125,6.25,9.375
2022-08,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,218.89587774190275,14.81481481,40.74074074,3.703703704,3.703703704,7.407407407407408
2022-09,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,40.90909091,27.27272727,13.63636364,198.7610364132147,0.0,0.0
2022-10,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,37.03703704,7.407407407407408,37.03703704,7.407407407407408,7.407407407407408,3.703703704
2022-11,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,24.0,4.0,36.0,,12.0,
2023-02,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,41.66666667,33.33333333,16.66666667,0.0,8.333333333,0.0
2023-03,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,,35.29411765,11.76470588,,5.882352941,5.882352941
2023-05,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,31.57894737,15.78947368,36.84210526,5.26315789,5.26315789,5.26315789
2023-06,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,7.69230769,30.76923077,34.61538462,198.7610364132147,,7.69230769
2023-08,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,21.05263158,,26.31578947,21.05263158,,0.0
2023-11,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,24.3902439,14.63414634,218.65088787857883,29.26829268,4.87804878,7.31707317
2023-12,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,,13.63636364,18.18181818,4.5454545500000005,4.5454545500000005,27.27272727
2024-02,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,39.13043478,17.39130435,,21.73913043,0.0,4.34782609
2024-03,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,13.33333333,10.0,43.33333333,10.0,16.666666669999998,6.666666670000001
2024-04,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,20.0,20.0,40.0,10.0,10.0,0.0
2024-05,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,18.75,18.75,37.5,6.25,0.0,18.75
2024-06,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,36.84210526,21.05263158,31.57894737,,0.0,0.0
2024-07,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,46.66666667,6.666666670000001,,16.666666669999998,3.33333333,10.0
2024-09,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,23.33333333,10.0,33.333333329999995,3.33333333,16.666666669999998,13.33333333
2024-10,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,28.57142857,190.4200842324105,38.0952381,,9.52380952,4.76190476
2010-11,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,30.0,0.0,40.0,30.0,0.0,0.0
2018-01,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,24.13793103,20.68965517,17.24137931,32.75862069,3.448275862,1.724137931
2018-03,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,15.27777778,18.05555556,23.61111111,198.7610364132147,12.5,1.388888889
2018-04,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,218.89587774190275,10.34482759,24.13793103,20.68965517,6.896551724,3.448275862
2018-05,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,23.80952381,28.57142857,14.28571429,28.57142857,0.0,4.761904762
2018-06,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,74.0,6.0,18.0,2.0,0.0,0.0
2018-07,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,64.70588235,5.882352941,15.68627451,11.76470588,0.0,1.960784314
2018-09,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,19.40298507,5.970149254,37.31343284,29.85074627,5.970149254,1.492537313
2018-11,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,26.5625,7.8125,26.5625,34.375,72.0439601026586,1.5625
2018-12,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,22.58064516,16.12903226,12.90322581,38.70967742,9.677419355,0.0
2019-03,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,6.451612903,190.4200842324105,32.25806452,41.93548387,3.225806452,0.0
2019-05,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,40.0,20.0,20.0,,6.666666667,0.0
2019-06,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,20.68965517,13.79310345,27.5862069,31.03448276,,0.0
2019-07,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,26.66666667,6.666666667,13.33333333,40.0,6.666666667,6.666666667
2019-08,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,23.52941176,8.823529412,17.64705882,44.11764706,5.882352941,0.0
2019-10,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,20.45454545,4.545454545,11.36363636,,2.272727273,75.91572970554272
2019-11,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,21.875,,15.625,43.75,3.125,0.0
2019-12,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,23.80952381,9.523809524,19.04761905,33.33333333,9.523809524,4.761904762
2020-01,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,12.82051282,2.564102564,20.51282051,48.71794872,10.25641026,5.128205128
2020-02,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,12.30769231,6.153846154,18.46153846,52.30769231,6.153846154,4.615384615
2020-03,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,9.090909091,18.18181818,18.18181818,40.90909091,,9.090909091
2020-06,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,42.85714286,14.28571429,218.65088787857883,14.28571429,3.571428571,0.0
2020-09,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,33.33333333,7.407407407,22.22222222,37.03703704,0.0,0.0
2020-10,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,23.07692308,11.53846154,30.76923077,34.61538462,0.0,0.0
2021-01,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,49.12280702,1.754385965,14.03508772,29.8245614,0.0,5.263157895
2021-02,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,38.57142857,12.85714286,14.28571429,31.42857143,2.857142857,0.0
2021-04,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,65.2173913,0.0,218.65088787857883,34.78260869565219,0.0,0.0
2021-07,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,60.0,14.000000000000002,12.0,10.0,4.0,75.91572970554272
2021-08,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,,7.843137255,11.76470588,198.7610364132147,,
2021-11,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,30.43478261,15.94202899,8.695652173913041,34.7826087,5.7971014492753605,4.347826086956521
2021-12,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,,14.81481481,9.87654321,198.7610364132147,2.469135802,6.172839506172839
2022-01,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,,16.39344262,14.754098360655703,37.70491803,72.0439601026586,9.836065574
2022-04,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,218.89587774190275,13.095238095238098,8.333333333,42.85714286,2.3809523809523805,4.761904761904761
2022-05,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,17.5,13.750000000000002,21.25,43.75,0.0,3.75
2022-07,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,32.32323232,14.14141414,8.080808081,42.42424242,1.01010101,2.02020202
2022-08,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,32.32323232,10.1010101,13.13131313,42.42424242,0.0,2.02020202
2022-09,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,35.59322034,,10.16949153,40.6779661,1.6949152542372898,1.6949152542372898
2022-10,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,15.277777777777802,,16.66666667,50.0,0.0,5.555555555555561
2023-01,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,23.94366197,190.4200842324105,29.57746479,36.61971831,0.0,7.042253521126759
2023-02,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,27.160493827160497,3.703703704,16.04938272,,6.172839506172839,1.2345679012345698
2023-03,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,31.14754098,190.4200842324105,31.14754098,,9.836065574,1.639344262
2023-04,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,29.50819672,21.31147541,22.95081967,24.59016393,0.0,1.63934426
2023-05,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,27.53623188,17.39130435,15.94202899,39.13043478,0.0,0.0
2023-06,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,46.42857143,3.57142857,20.23809524,28.57142857,72.0439601026586,1.19047619
2023-08,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,37.5,10.71428571,21.42857143,19.64285714,5.357142860000001,5.357142860000001
2023-11,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,14.63414634,2.43902439,31.70731707,,0.0,0.0
2024-01,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,12.28070175,19.29824561,14.03508772,54.38596491,0.0,0.0
2024-02,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,8.95522388,11.94029851,31.34328358,41.79104478,0.0,75.91572970554272
2024-03,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,11.11111111,7.407407409999999,218.65088787857883,46.2962963,7.407407409999999,11.11111111
2024-04,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,9.67741935,12.90322581,12.90322581,,3.2258064500000003,
2024-06,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,14.58333333,190.4200842324105,218.65088787857883,25.0,72.0439601026586,
2024-09,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,4.08163265,16.32653061,26.53061224,46.93877551,2.04081633,4.08163265
2024-10,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,20.83333333,6.25,18.75,31.25,8.33333333,14.58333333
2024-11,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,30.6122449,6.12244898,20.40816327,40.816326530000005,2.04081633,0.0
2024-12,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,6.122448980000001,6.122448980000001,16.32653061,63.26530612,0.0,
2018-02,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,34.48275862,20.68965517,20.68965517,13.79310345,10.34482759,
2018-03,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,38.63636364,18.18181818,15.90909091,22.72727273,2.272727273,2.272727273
2018-04,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,26.08695652,30.43478261,4.347826087,21.73913043,,8.695652174
2018-05,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,30.0,20.0,10.0,20.0,20.0,0.0
2018-06,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,,15.78947368,47.36842105,21.05263158,5.263157895,0.0
2018-07,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,218.89587774190275,26.08695652,43.47826087,4.347826087,0.0,4.347826087
2018-08,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,20.83333333,12.5,25.0,16.66666667,16.66666667,8.333333333
2018-09,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,10.52631579,15.78947368,22.80701754,47.36842105,3.50877193,0.0
2018-12,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,46.875,6.25,15.625,21.875,9.375,0.0
2019-01,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,48.8372093,11.62790698,11.62790698,25.58139535,2.325581395,0.0
2019-02,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,11.11111111,7.407407407,66.66666667,11.11111111,,0.0
2019-03,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,26.92307692,19.23076923,23.07692308,26.92307692,0.0,3.846153846
2019-04,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,,24.0,20.0,36.0,16.0,0.0
2019-06,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,32.55813953,6.976744186,25.58139535,30.23255814,4.651162791,0.0
2019-07,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,9.523809524,,26.19047619,38.0952381,4.761904762,7.142857143
2019-08,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,31.25,18.75,15.625,28.125,6.25,0.0
2019-09,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,218.89587774190275,6.666666667,37.77777778,,4.444444444,4.444444444
2019-10,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,18.60465116,11.62790698,218.65088787857883,34.88372093,6.976744186,75.91572970554272
2019-11,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,13.46153846,,30.76923077,38.46153846,,1.923076923
2019-12,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,33.33333333,4.166666667,29.16666667,20.83333333,8.333333333,4.166666667
2020-02,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,28.57142857,14.28571429,23.80952381,28.57142857,4.761904762,0.0
2020-04,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,0.0,22.22222222,44.44444444,0.0,11.11111111,22.22222222
2020-05,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,9.090909091,18.18181818,27.27272727,27.27272727,9.090909091,9.090909091
2020-06,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,14.28571429,0.0,42.85714286,14.28571429,,
2020-07,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,33.33333333,0.0,33.33333333,11.11111111,11.11111111,11.11111111
2020-08,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,8.695652174,4.347826087,43.47826087,30.43478261,8.695652174,4.347826087
2020-09,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,12.5,16.66666667,25.0,33.33333333,12.5,0.0
2020-12,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,54.54545455,0.0,27.27272727,9.090909091,0.0,9.090909091
2021-01,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,31.57894737,10.52631579,26.31578947,198.7610364132147,15.78947368,0.0
2021-02,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,15.38461538,23.07692308,46.15384615,15.38461538,0.0,75.91572970554272
2021-03,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,35.29411765,5.882352941,41.17647059,11.76470588,0.0,5.882352941
2021-04,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,0.0,30.0,30.0,,20.0,10.0
2021-05,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,,11.111111111111098,,,11.111111111111098,22.22222222
2021-06,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,40.0,190.4200842324105,20.0,6.666666667,6.666666667,0.0
2021-08,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,36.36363636,18.18181818,27.27272727,0.0,0.0,18.18181818
2021-09,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,12.903225806451598,9.677419355,29.032258064516096,35.48387097,72.0439601026586,6.4516129032258105
2021-11,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,24.0,24.0,,20.0,8.0,16.0
2022-01,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,22.22222222,38.88888889,27.77777778,5.555555555555561,0.0,
2022-02,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,,33.33333333,,0.0,,16.66666667
2022-03,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,23.80952381,,19.04761905,33.33333333,0.0,4.761904762
2022-04,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,30.95238095,9.523809524,,35.71428571,4.761904762,0.0
2022-05,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,6.060606061,36.36363636,33.33333333,18.18181818,3.03030303,3.03030303
2022-07,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,218.89587774190275,13.33333333,13.33333333,40.0,11.111111111111098,4.444444444
2022-08,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,20.51282051,25.64102564,17.94871795,35.8974359,0.0,0.0
2022-11,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,42.30769231,19.23076923,11.53846154,23.07692308,3.846153846,0.0
2023-01,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,,22.72727272727269,25.0,15.90909091,4.545454545454549,4.545454545454549
2023-02,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,26.47058824,14.70588235,38.23529412,17.64705882,0.0,2.941176471
2023-03,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,20.93023256,11.627906976744198,51.1627907,198.7610364132147,0.0,2.325581395
2023-06,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,26.66666667,190.4200842324105,23.33333333,26.66666667,3.33333333,0.0
2023-07,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,25.0,11.11111111,22.222222220000003,33.333333329999995,8.33333333,0.0
2023-08,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,30.23255814,13.95348837,27.90697674,20.93023256,4.65116279,2.3255814
2023-09,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,8.5106383,14.89361702,21.27659574,198.7610364132147,0.0,2.12765957
2023-10,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,9.09090909,29.54545455,20.45454545,31.818181820000003,9.09090909,75.91572970554272
